"query","search interest","increase percent"
"dari hasil analisis, diperkirakan setiap tahun kenaikan upah pada lapangan pekerjaan di bidang jasa keuangan dan asuransi adalah 15%, sedangkan di bidang jasa informasi dan komunikasi adalah 20%. pak basuki bekerja pada sebuah perusahaan yang bergerak di bidang komunikasi, sedangkan istrinya bekerja pada sebuah lembaga keuangan. perkiraan jumlah pendapatan pak basuki dan istrinya pada tahun 2022 adalah",1,"Breakout"
"bu ihsan adalah seorang guru di sebuah sma. ia terlalu sibuk sehingga tidak memiliki waktu untuk membayarkan pajak kendaraan bermotornya di kantor samsat. kemudian ia memanfaatkan salah satu layanan koperasi syariah dan mempercayakan pembayaran pajak kendaraannya melalui koperasi syariah. aktivitas yang dilakukan oleh bu ihsan ini di sebut dengan",1,"Breakout"
"berikut ini yang bukan merupakan unsur-unsur dalam praktik asuransi adalah….",1,"Breakout"
"dari pernyataan tersebut yang termasuk rukun asuransi syariah adalah",1,"Breakout"
"hanai adalah seorang karyawan perusahaan yang setiap bulan membayar sejumlah uang kepada perusahaan asuransi, sebagai pertanggungan risiko jika sewaktu-waktu terjadi hal yang tidak terduga pada dirinya. yang dilakukan hanai dalam praktik asuransi syariah disebut dengan….",1,"Breakout"
"salah satu larangan yang tidak boleh dilakukan dalam praktik asuransi syariah adalah, praktik maisir yaitu….",1,"Breakout"
"kegigihan dan semangat para juru dakwah melalui berbagai saluran islamisasi di indonesia berperan penting terhadap keberhasilan dakwah di indonesia. salah satunya adalah saluran kesenian tradisional. hal ini dikarenakan",1,"Breakout"
"hamdan adalah seorang nasabah sebuah bank syariah di kotanya",1,"Breakout"
"hanafi adalah seorang karyawan perusahaan yang setiap bulan membayar sejumlah uang kepada perusahaan asuransi, sebagai pertanggungan risiko jika sewaktu-waktu terjadi hal yang tidak terduga pada dirinya. yang dilakukan hanafi dalam praktik asuransi syariah disebut dengan…",1,"Breakout"
"dimensi dari keimanan itu menyangkut tiga ranah yaitu ma'rifatun bil qalbi, iqrarun bil lisan dan amalun bil arkan. dari contoh-contoh amalan di bawah ini yang merupakan cabang iman dalam ranah ma'rifatun bil qalbi adalah",1,"Breakout"
"hambali adalah seorang pemuda yang kreatif. dia tinggal di lokasi yang strategis dekat dengan stasiun kereta api. ia kemudian menata halaman rumahnya melalui pembiayaan yang bekerja sama dengan sebuah koperasi syariah untuk dijadikan area parkir dan penitipan sepeda motor. usaha penitipan kendaraan yang dilakukan oleh hambali ini disebut dengan….",1,"Breakout"
"seorang mukmin, adalah seorang yang beriman yang melaksanakan ibadah dengan sangat ikhlas, seakan-akan allah swt. melihatnya, meskipun ia tidak melihat allah swt. pernyataan tersebut merupakan definisi dari",1,"Breakout"
"beriman pada hakikatnya adalah satu padunya niat, ucapan dan perbuatan. berikut ini yang bukan merupakan cabang iman dari ranah perbuatan adalah",1,"Breakout"
"bu ihsan adalah seorang guru di sebuah sma. ia terlalu sibuk sehingga tidak memiliki waktu untuk membayarkan pajak kendaraan bermotornya di kantor samsat. kemudian ia memanfaatkan salah satu layanan koperasi syariah dan mempercayakan pembayaran pajak kendaraannya melalui koperasi syariah. aktivitas yang dilakukan oleh bu ihsan ini di sebut dengan….",1,"Breakout"
"israf",1,"Breakout"
"hanafi adalah seorang karyawan perusahaan yang setiap bulan membayar sejumlah uang kepada perusahaan asuransi sebagai pertanggungan risiko jika sewaktu-waktu terjadi hal yang tidak terduga pada dirinya yang dilakukan hanafi dalam praktik asuransi syariah disebut dengan",1,"Breakout"
"iman, islam dan ihsan adalah satu kesatuan yang tidak bisa dipisahkan yang kemudian disebut dengan agama islam. berikut ini yang merupakan pengertian dari iman adalah",1,"Breakout"
"dari hasil analisis, diperkirakan setiap tahun kenaikan upah pada lapangan pekerjaan di bidang jasa keuangan dan asuransi adalah 15%, sedangkan di bidang jasa informasi dan komunikasi adalah 20%. pak basuki bekerja pada sebuah perusahaan yang bergerak di bidang komunikasi, sedangkan istrinya bekerja pada sebuah lembaga keuangan. perkiraan jumlah pendapatan pak basuki dan istrinya pada tahun 2022 adalah ....",1,"Breakout"
"walaupun di makkah dan madinah terjadi perang selama kurun waktu sepuluh tahun antara 1-11 h/622-623 m, namun tidak memutuskan jalur perdagangan laut yang sudah menjadi tradisi sejak lama, yakni jalur antara timur tengah, india dan cina. hubungan perdagangan ini semakin lancar pada masa khulafaur rasyidin. ini menjadi bukti bahwa",1,"Breakout"
"bu nurwe adalah seorang ibu kantin di sebuah sma. untuk menjalankan usahanya, ia mengajukan pendanaan kepada sebuah bank syariah, dan berkewajiban untuk mengembalikan pinjaman modal tersebut dengan prinsip bagi hasil. kedudukan bu nurwe dalam transaksi keuangan syariah ini adalah sebagai….",1,"Breakout"
"hanafi adalah seorang karyawan perusahaan yang setiap bulan membayar sejumlah uang kepada perusahaan asuransi, sebagai pertanggungan risiko jika sewaktu-waktu terjadi hal yang tidak terduga pada dirinya. yang dilakukan hanafi dalam praktik asuransi syariah disebut dengan....",0,"Breakout"
"dimensi dari keimanan itu menyangkut tiga ranah yaitu ma'rifatun bil qalbi, iqrarun bil lisan dan amalun bil arkan. dari contoh-contoh amalan di bawah ini yang merupakan cabang iman dalam ranah ma'rifatun bil qalbi adalah….",0,"Breakout"
"setiap tahun diperkirakan kenaikan rata-rata upah buruh sebesar 5%. perkiraan upah per bulan yang akan diterima seorang buruh di perusahaan dengan tingkat pendidikan smk pada tahun 2022 adalah … rupiah.",0,"Breakout"
"allah swt. sangat tidak menyukai seseorang yang mempergunakan harta secara berlebihan. mereka menghamburkan harta sia-sia dan melupakan hak-hak orang lain atas hartanya. ia membelanjakan harta melewati batas kepatutan menurut ajaran islam, dan tidak ada nilai manfaatnya untuk kepentingan dunia maupun akhirat. berdasarkan narasi tersebut, perilaku yang dimaksud adalah",0,"Breakout"
"hamdan adalah seorang nasabah sebuah bank syariah di kotanya. setiap bulan ia akan menyisihkan sebagian dari penghasilannya untuk ditabung atau dititipkan di bank, untuk antisipasi jika sewaktu-waktu memerlukan bisa diambil kembali. transaksi perbankan yang dilakukan oleh hamdan disebut dengan…",0,"Breakout"
"allah swt. sangat membenci sifat hidup berfoya-foya. oleh karena itu seorang muslim harus menghindari sifat tersebut. salah satu cara menghindari sifat hidup berfoya-foya adalah membiasakan bersedekah dan membantu orang lain. mengapa bisa demikian?",0,"Breakout"
"berikut ini yang bukan merupakan unsur-unsur dalam praktik asuransi adalah…",0,"Breakout"
"beriman pada hakikatnya adalah satu padunya niat, ucapan dan perbuatan. berikut ini yang bukan merupakan cabang iman dari ranah perbuatan adalah….",0,"Breakout"
"teori persia yang disampaikan oleh prof. dr. husein djajadiningrat mengatakan bahwa islam masuk dari persia dan bermazhab syi’ah. pendapat ini didasarkan pada sistem mengeja bacaan huruf al-qur`an, terutama di jawa barat yang menggunakan ejaan persia. namun teori ini memiliki kelemahan, yaitu",0,"Breakout"
"seorang mukmin, adalah seorang yang beriman yang melaksanakan ibadah dengan sangat ikhlas, seakan-akan allah swt. melihatnya, meskipun ia tidak melihat allah swt. pernyataan tersebut merupakan definisi dari ….",0,"Breakout"
"kapan perusahaan asuransi syariah pertama kali didirikan di indonesia",0,"Breakout"
"asuransi menjadi haram apabila",0,"Breakout"
"iman, islam dan ihsan adalah satu kesatuan yang tidak bisa dipisahkan yang kemudian disebut dengan agama islam. berikut ini yang merupakan pengertian dari iman adalah….",0,"Breakout"
"kegigihan dan semangat para juru dakwah melalui berbagai saluran islamisasi di indonesia berperan penting terhadap keberhasilan dakwah di indonesia. salah satunya adalah saluran kesenian tradisional. hal ini dikarenakan … .",0,"Breakout"
"prinsip yang harus dipegang oleh orang-orang yang menjalankan syirkah sesuai dengan aturan adalah",0,"Breakout"
