"query","search interest","increase percent"
"bu nurwe adalah seorang ibu kantin di sebuah sma. untuk menjalankan usahanya, ia mengajukan pendanaan kepada sebuah bank syariah, dan berkewajiban untuk mengembalikan pinjaman modal tersebut dengan prinsip bagi hasil. kedudukan bu nurwe dalam transaksi keuangan syariah ini adalah sebagai….",4,"Breakout"
"kegigihan dan semangat para juru dakwah melalui berbagai saluran islamisasi di indonesia berperan penting terhadap keberhasilan dakwah di indonesia. salah satunya adalah saluran kesenian tradisional. hal ini dikarenakan",4,"Breakout"
"hambali adalah seorang pemuda yang kreatif. dia tinggal di lokasi yang strategis dekat dengan stasiun kereta api. ia kemudian menata halaman rumahnya melalui pembiayaan yang bekerja sama dengan sebuah koperasi syariah untuk dijadikan area parkir dan penitipan sepeda motor. usaha penitipan kendaraan yang dilakukan oleh hambali ini disebut dengan…",3,"Breakout"
"dari pernyataan tersebut, yang termasuk rukun asuransi syariah adalah",3,"Breakout"
"rukun asuransi syariah adalah….",3,"Breakout"
"dimensi dari keimanan itu menyangkut tiga ranah yaitu ma'rifatun bil qalbi, iqrarun bil lisan dan amalun bil arkan. dari contoh-contoh amalan di bawah ini yang merupakan cabang iman dalam ranah ma'rifatun bil qalbi adalah",3,"Breakout"
"hanai adalah seorang karyawan perusahaan yang setiap bulan membayar sejumlah uang kepada perusahaan asuransi, sebagai pertanggungan risiko jika sewaktu-waktu terjadi hal yang tidak terduga pada dirinya. yang dilakukan hanai dalam praktik asuransi syariah disebut dengan",3,"Breakout"
"beriman pada hakikatnya adalah satu padunya niat, ucapan dan perbuatan. berikut ini yang bukan merupakan cabang iman dari ranah perbuatan adalah",3,"Breakout"
"hamdan adalah seorang nasabah sebuah bank syariah di kotanya. setiap bulan ia akan menyisihkan sebagian dari penghasilannya untuk ditabung atau dititipkan di bank, untuk antisipasi jika sewaktu-waktu memerlukan bisa diambil kembali. transaksi perbankan yang dilakukan oleh hamdan disebut dengan…",3,"Breakout"
"seorang mukmin, adalah seorang yang beriman yang melaksanakan ibadah dengan sangat ikhlas, seakan-akan allah swt. melihatnya, meskipun ia tidak melihat allah swt. pernyataan tersebut merupakan definisi dari",3,"Breakout"
"teori persia yang disampaikan oleh prof. dr. husein djajadiningrat mengatakan bahwa islam masuk dari persia dan bermazhab syi’ah. pendapat ini didasarkan pada sistem mengeja bacaan huruf al-qur`an, terutama di jawa barat yang menggunakan ejaan persia. namun teori ini memiliki kelemahan, yaitu",3,"Breakout"
"bu ihsan adalah seorang guru di sebuah sma. ia terlalu sibuk sehingga tidak memiliki waktu untuk membayarkan pajak kendaraan bermotornya di kantor samsat. kemudian ia memanfaatkan salah satu layanan koperasi syariah dan mempercayakan pembayaran pajak kendaraannya melalui koperasi syariah. aktivitas yang dilakukan oleh bu ihsan ini di sebut dengan…",2,"Breakout"
"hasad",2,"Breakout"
"hanafi adalah seorang karyawan perusahaan yang setiap bulan membayar sejumlah uang kepada perusahaan asuransi, sebagai pertanggungan risiko jika sewaktu-waktu terjadi hal yang tidak terduga pada dirinya. yang dilakukan hanafi dalam praktik asuransi syariah disebut dengan…",2,"Breakout"
"wadi’ah",2,"Breakout"
"allah swt. sangat tidak menyukai seseorang yang mempergunakan harta secara berlebihan. mereka menghamburkan harta sia-sia dan melupakan hak-hak orang lain atas hartanya. ia membelanjakan harta melewati batas kepatutan menurut ajaran islam, dan tidak ada nilai manfaatnya untuk kepentingan dunia maupun akhirat. berdasarkan narasi tersebut, perilaku yang dimaksud adalah",2,"Breakout"
"israf",2,"Breakout"
"bekerja keras merupakan perilaku mulia yang harus dilakukan setiap muslim. di antara tujuan bekerja dalam islam adalah menolak kemungkaran. kemungkaran dapat terjadi pada seseorang yang menganggur. kemungkaran tersebut adalah",2,"Breakout"
"kegigihan dan semangat para juru dakwah melalui berbagai saluran islamisasi di indonesia berperan penting terhadap keberhasilan dakwah di indonesia. salah satunya adalah saluran kesenian tradisional. hal ini dikarenakan …",2,"Breakout"
"berikut ini yang bukan merupakan unsur-unsur dalam praktik asuransi adalah…",2,"Breakout"
